"We are sorry but this card is temporarily blocked";"Es tut uns leid, aber diese Karte wurde vorübergehend gesperrt"
"We are sorry, your card is temporarily blocked";"Es tut uns leid, Ihre Karte wurde vorübergehend gesperrt"
"Wrong password. Be carefull! %d remaining attempt%s before locking your card. Ask the store person for validating your point";"Falsches Passwort. Seien Sie vorsichtig! %d Nummer(n) Versuch %s bevor Ihre Karte gesperrt. Bitten Sie die Speicher-Person für die Überprüfung Ihrer Punkt"
"Wrong password.<br />Be carefull! %d remaining attempt%s before locking your card.<br /> Ask the store person for validating your point";"Falsches Passwort. <br /> Seien Sie vorsichtig! %d %s verbleibenden Versuche zum Sperren Ihrer Karte. <br /> Frage Shop Person für Validierung Ihrer Punkt"
"You have exceeded the number of attempts to validate points. Your card is locked for 24h";"Sie haben die Anzahl der Versuche, um Punkte zu verwalten überschritten. Ihre Karte ist für 24 Stunden gesperrt"
"You have unlocked %d loyalty card%s";"Sie haben% d-Kundenkarte entriegelt %s"
"You just finished your card";"Sie haben Ihre Karte aufgebraucht"
"You must be logged in to validate points";"Sie müssen angemeldet sein, um Punkte zu verwalten"
"You own:";"Sie besitzen:"
"You're gonna validate <span id=""number_of_points"">1 point</span>";"Du wirst validate <span id=""number_of_points""> 1 Punkt </span>"
"Your loyalty card has been saved successfully";"Ihre Treue-Karte wurde erfolgreich gespeichert"
"Your password must be 4 digits";"Ihr Passwort muss 4-stellig sein"
point;point
"point to validate";"Punkt überprüfen"
"points to validate";"Punkte überprüfen"
"validated points = ";"validierte Punkte ="
"%s - Customer Service";"%s - Kundendienst"
20.00%;"20,00 %"
"Add a picture";"Hinzufügen eines Bildes"
"Add options";"Hinzufügen von Optionen"
"Add to cart";Warenkorb
"An error occurred while proceeding the payment. Please, try again later.";"Fehler beim Verfahren der Zahlung. Bitte, versuchen Sie es später erneut."
"An error occurred while proceeding your order. Please, check the following information:";"Fehler beim Verfahren Ihrer Bestellung. Bitte überprüfen Sie die folgende Informationen:"
"Are you sure you want to close without saving";"Sind Sie sicher, dass Sie ohne Speichern schließen möchten"
"Are you sure you want to delete this category and all its subcategories?";"Bist du sicher, dass Sie diese Kategorie und ihre Unterkategorien löschen möchten?"
"Are you sure you want to delete this store?";"Bist du sicher, dass Sie diesen Speicher löschen möchten?"
"Are you sure you want to delete this tax?";"Bist du sicher, dass Sie diese Steuer löschen möchten?"
"Are you sure you want to remove this product?";"Bist du sicher, dass Sie dieses Produkt entfernen möchten?"
"At least one option is required:";"Mindestens eine Option ist erforderlich:"
Cancelled;Abgesagt
"Carry Out";Durchführen
Cart;Warenkorb
Cash;Bargeld
Category;Kategorie
"Category successfully saved.";"Kategorie erfolgreich gespeichert."
Check;Überprüfen
"Choose a delivery method:";"Wählen Sie eine Versandart:"
"Choose a payment method:";"Wählen Sie eine Zahlungsmethode:"
"Choose a store:";"Wählen Sie einen Shop:"
Completed;Abgeschlossen
"Connected Printers";"Angeschlossenen Drucker"
"Continue shopping";"Weiter einkaufen"
"Create a new options group";"Erstellen einer neuen Optionengruppe"
"Create a new product";"Erstellen Sie ein neues Produkt"
"Create a new tax";"Erstellen Sie eine neue Steuer"
"Create a store";"Erstellen Sie einen Speicher"
"Credit Card by phone";"Kreditkarte per Telefon"
"Credit card (pay upon pickup or delivery)";"Kreditkarte (Bezahlung bei Abholung oder Lieferung)"
Customer;Kunde
"Customer Service";Kundendienst
Delivery;Lieferung
"Delivery Fees";Versandkosten
"Delivery Method";Übermittlungsmethode
"Delivery area";Liefergebiet
"Delivery fees";Versandkosten
"Delivery fees:";Versandkosten
"Delivery methods";Liefermethoden
"Delivery methods:";Liefermethoden
"Delivery radius";"Lieferung radius"
"Delivery radius:";"Lieferung radius"
"Delivery time";Lieferzeit
"Delivery time:";Lieferzeit
Details;Informationen
"Edit a store";"Bearbeiten Sie ein Geschäft"
"Edit the options group %s";"Bearbeiten der Optionengruppe für %s"
"Edit the product %s";"Bearbeiten Sie das Produkt %s"
"Edit the tax %s";"Bearbeiten Sie die Steuer %s"
"Free delivery starting from";"Kostenlose Lieferung ab"
"Free delivery starting from:";"Kostenlose Lieferung ab:"
"Here is the detail of the order";"Hier sind die Details der Bestellung"
"Here is the detail of your order";"Hier sind die Details Ihrer Bestellung"
"Hours of operation";Öffnungszeiten
"Hours of operation:";Betriebsstunden:
"In store";"Im Speicher"
"Meal Voucher";"Essen Gutschein"
"Minimum order";Mindestbestellmenge
"Minimum order:";"Minimaler Auftrag:"
"My Cart";"Mein Warenkorb"
"My cart is empty";"Mein Warenkorb ist leer"
"My categories";"Meine Kategorien"
"My information";"Meine Informationen"
"My orders";"Meine Bestellungen"
"My product's categories";"Mein Produkt-Kategorien"
"My product's options";"Mein Produkt-Optionen"
"My products";"Meine Produkte"
"My stores";"Meine Vorräte"
"My taxes";"Meine Steuern"
"Name of the options group:";"Name der Optionengruppe:"
"New order from the application";"Neuer Auftrag von der Anwendung"
Number;Anzahl
"Option name";Optionsnamen
"Option name:";"Name der Option:"
"Options group successfully deleted";"Optionengruppe erfolgreich gelöscht"
"Options group successfully saved";"Optionengruppe erfolgreich gespeichert"
"Order Number";Bestell-Nr.
"Order confirmation";Auftragsbestätigung
"Order details";Bestelldetails
"Order successfully saved";"Bestellung erfolgreich gespeichert"
Orders;Bestellungen
Paid;Bezahlt
Password;Passwort
Password:;Passwort
Payment;Zahlung
"Payment Method";Zahlungsmethode
"Payment methods:";Zahlungsmethoden:
Paypal;PayPal
"Pending payment";"Ausstehende Zahlung"
Picture;Bild
"Please choose a delivery method";"Bitte wählen Sie eine Versandart"
"Please choose a payment method";"Bitte wählen Sie eine Zahlungsmethode"
"Please, enter an email address for the store %s";"Bitte geben Sie eine e-Mail-Adresse für den Store %s"
Price;Preis
"Price: %s";"Preis: %s"
"Printer successfully saved";"Drucker erfolgreich gespeichert"
Proceed;"Gehen Sie"
Product;Produkt
"Product name";Produktname
"Product name:";Produktname
"Product successfully saved";"Produkt erfolgreich gespeichert"
Qty;Qty
"Qty: %s";"Qty: %s"
"Radius in Km";"RADIUS in Km"
Review;Bewertung
Settings;Einstellungen
Signature;Signatur
Signature:;Signatur
Status;Status
"Store information";Shop-Informationen
"Store name";Shop-Namen
"Store name:";Shop-Name:
"Store successfully deleted";"Shop erfolgreich gelöscht"
"Store successfully saved";"Shop erfolgreich gespeichert"
Stores;Shops
Subtotal;Zwischensumme
Tax;Steuer
"Tax name";Steuername
"Tax name:";Steuername
"Tax rate";Steuersatz
"Tax rate:";Steuersatz
"Tax successfully deleted";"Steuern erfolgreich gelöscht"
"Tax successfully saved";"Steuern erfolgreich gespeichert"
Tax:;Gebühr:
"Thank you!";"Vielen Dank!"
"The delivery method";"Die Übermittlungsmethode"
"The following options are required:<br />%s";"Die folgenden Optionen sind erforderlich: < Br />%s"
"The option %s is required";"Die Option %s ist erforderlich"
"The payment has been cancelled, something wrong happened? Feel free to contact us";"Abgebrochen die Zahlung wurde, etwas passiert ist? Zögern Sie nicht uns zu kontaktieren"
"The payment method";"Die Zahlungsmethode"
"Time in minutes";"Zeit in Minuten"
Total;Gesamt
"Total Excl. Tax";"Total exkl. USt."
"Total Tax";"Steuern gesamt"
"Total: %s";"Gesamt: %s"
"Unit Price";VK-Preis
"Unit price";VK-Preis
Username;Benutzername
Username:;Benutzername
"We apologize but the payment method %s is currently not available";"Tut uns leid aber die Zahlungsmethode %s ist derzeit nicht verfügbar"
"We thank you for your order. A confirmation email has been sent";"Wir danken Ihnen für Ihre Bestellung. Eine Bestätigungs-Email wurde gesendet"
"You don't have any categories yet";"Sie noch alle Kategorien nicht"
"You have a connected printer? Enter the email address";"Haben Sie einen angeschlossenen Drucker? Geben Sie die e-Mail-Adresse"
"You have a connected printer? Enter the email address for each store";"Haben Sie einen angeschlossenen Drucker? Geben Sie die e-Mail-Adresse für jedes Geschäft"
"Your address";"Ihre Adresse"
"Your email address";"Ihre e-Mail-Adresse"
"Your firstname";"Ihr Vorname"
"Your lastname";"Ihr Nachname"
"Your phone number";"Ihre Telefonnummer"
"e.g., Sauces";"z.B. Saucen"
"%s by %s";"%s von %s"
"+ Add a track";"+ Hinzufügen eines Titels"
"Add albums and tracks to the playlist:";"Alben und Tracks zur Wiedergabeliste hinzugefügt:"
Album;Album
Albums;Alben
Albums:;Alben:
"An error occurred while deleting you images gallery. Please try again later.";"Beim Speichern der Bilder-Galerie ist ein Fehler aufgetreten. Bitte versuchen Sie es später noch einmal"
"An error occurred while deleting your album. Thanks for trying later.";"Fehler beim Löschen von deinem Album. Danke für den Versuch später."
"An error occurred while deleting your playlist. Thanks for trying later.";"Fehler beim Löschen der Wiedergabeliste. Danke für den Versuch später."
"An error occurred while deleting your track. Thanks for trying later.";"Fehler beim Löschen von deinem Track. Danke für den Versuch später."
"An error occurred while loading pictures. Please try later.";"Beim Laden der Bilder ist ein Fehler aufgetreten. Bitte versuchen Sie es später."
"An error occurred while loading videos. Please try later.";"Beim Laden des Videos ist ein Fehler aufgetreten. Bitte versuchen Sie es später noch einmal."
"An error occurred while saving your images gallery. Please try again later.";"Beim Speichern der Bilder-Galerie ist ein Fehler aufgetreten. Bitte versuchen Sie es später noch einmal"
"An error occurred while saving your playlist. Thanks for trying later.";"Fehler beim Speichern der Wiedergabeliste. Danke für den Versuch später."
"An error occurred while saving your videos gallery. Please try again later.";"Beim speichern der Video-Galerie ist ein Fehler aufgetreten. Bitte versuchen Sie es später noch einmal."
"Are you sure you don't want to create an album for these tracks?";"Bist du sicher, dass Sie kein Album für diese Tracks erstellen will?"
"Are you sure you don't want to create an album for this track?";"Bist du sicher, dass Sie nicht möchten, erstellen Sie ein Album für diesen Track?"
"Are you sure you want to delete this album (this won't delete tracks)?";"Sind Sie sicher, dass Sie dieses Album löschen (Dies wird nicht Spuren löschen) möchten?"
"Are you sure you want to delete this album?";"Bist du sicher, dass Sie dieses Album löschen möchten?"
"Are you sure you want to delete this playlist?";"Bist du sicher, dass Sie diese Wiedergabeliste löschen möchten?"
"Are you sure you want to delete this track?";"Bist du sicher, dass Sie diesen Track löschen möchten?"
Artist;Künstler
Artist:;Künstler:
Audio;Audio
Channel;Kanal
"Choose an album";"Wählen Sie ein Album"
Custom;Custom
"Delete this gallery?";"Möchten Sie diese Galerie löschen ?"
Description:;Beschreibung:
"Feed URL";"Feed URL"
"Feed URL <span class=""required-entry"">*</span> :";"Feed URL <span class=""required-entry"">*</span> :"
"Gallery Name";Galeriename
"Gallery Name <span class=""required-entry"">*</span> :";"Galeriename <span class=""required-entry""> * </span>:"
Group;Gruppe
"I'm listening to";"Ich höre"
"Images gallery has been saved successfully";"Bilder-Galerie wurde erfolgreich gespeichert"
Instagram;Instagram
"Last update:";"Letztes Update:"
"Maximum size : 2000*2000 px - Allowed filetypes : jpg and png";"Maximale Größe: 2000 * 2000 Pixel - erlaubte Dateitypen: jpg und png"
"More pictures";"Weitere Bilder"
"More videos";"mehr Videos"
"My pictures";"Meine Bilder"
"No album found";"Kein Album gefunden"
"No artist found";"Kein Künstler gefunden"
"No pictures matching your selection";"Keine Bilder, in Ihrer Auswahl"
"No track found";"Keine Spur gefunden"
"No videos matching your selection";"Keine Videos gefunden, die Ihrer Auswahl entspricht"
PLAYER;PLAYER
Parameter;Parameter
"Parameter/Feed Url";"Parameter /-Feed URL "
Picasa;Picasa
Picture%s;"Bild %s"
Playlist;Playlist
"Playlist successfully saved.";"Playlist erfolgreich gespeichert."
"Playlist title:";"Playlist Titel:"
Playlists;Wiedergabelisten
Podcast;Podcast
"Podcast URL (iTunes format)";"Podcast-URL (iTunes-Format)"
"Read all";"Lesen Sie alle"
"Required field";Pflichtfeld
Search;Suche
Search/Url;"Recherche / URL"
"Send your pictures";"Senden Sie Ihre Fotos"
"The entered name is not a valid Instagram user.";"Der eingegebene Name ist kein gültiger Benutzer Instagram."
"This element is not an album.";"Dieses Element ist kein Album."
Title:;Titel:
Track;Track
Tracks;Spuren
Type;Typ
"URL (.mp3):";"URL (. MP3):"
User;Benutzer
"Videos gallery has been saved successfully";"Die Video-Galerie wurde erfolgreich gespeichert"
Vimeo;Vimeo
buy;kaufen
close;Schließen
empty;leer
from;Von
hide;Ausblenden
loop;Schleife
music;Musik
next;Nächste
on;auf
pause;Anhalten
play;spielen
previous;vorherige
share;Freigeben
shuffle;shuffle
track;Track
tracks;Spuren
"Access restricted to authorized members only";"Zugang nur für autorisierte Mitarbeiter nur"
"Allow all the users by default:";"Ermöglichen Sie allen Benutzern standardmäßig:"
"Choose the features to lock:";"Wählen Sie die Funktionen sperren:"
"Lock the entire application?";"Sperren die gesamte Anwendung zu?"
"Restrict Access";"Einschränken des Zugriffs"
"We are sorry but your account does not have enough permissions to access this page";"Es tut uns leid, aber Ihr Konto verfügt nicht über genügend Berechtigungen Zugriff auf diese Seite"
"the email address";"die e-Mail-Adresse"
"the first name";"der erste name"
"the gender";"das Geschlecht"
"the last name";"der Nachname"
"the password";"das Kennwort"
Payments;Zahlungen
"An error occurred while saving your discount. Please fill in all fields";"Beim Speichern des Rabatts ist ein Fehler aufgetreten. Bitte verfollständigen Sie alle Felder."
"Are you sure you want to use this discount?";"Sind Sie sicher, dass dieser Rabatt verwenden möchten?"
"Can only be used once";"kann nur einmal verwendet werden,"
"Closed discounts";"geschlossen Rabatte"
"Create a new discount";"Erstellen Sie einen neuen Rabatt"
"Delete this discount?";"Löschen Sie diesen Rabatt?"
Details;Beschreibung
"Discount successfully deleted";"Discount erfolgreich gelöscht"
"Discount successfully saved";"Discount erfolgreich gespeichert"
"End at";"Endet am"
On;Ein
"Please log in.";"Bitte melden Sie sich an"
"Please select an end date greater than the current date.";"Bitte wählen Sie ein Enddatum."
"This discount is now used";"Dieser Rabatt wird nun verwendet."
"Use this coupon";"Verwenden Sie diesen Coupon"
"Valid until";"Gültig bis"
"You have already use this discount";"Sie haben diesen Gutschein bereits eingelöst."
"You must be logged in to use a discount";"Sie müssen angemeldet sein, um einen Gutschein zu verwenden"
"or illimited";"oder ADSL"
"use only once";"Verwenden Sie nur einmal"
"you'll be able to remove this promotion later";"Sie werden dieses Angebot später entfernen"
"<a href=""%s"">Click here to provide the required information to send push notifications</a>";"<a href=""%s""> Klicken Sie hier, um die erforderlichen Informationen zur Verfügung stellen, um Push-Benachrichtigungen senden </a>"
"Additionnal Information";"Zusätzliche Informationen"
"And a radius (in Km):";"Und ein Radius (in Km):"
Android;Android
"Creation date";Erstellungsdatum
"Enter a location:";"Geben Sie einen Ort ein:"
"GCM Key";"GCM Key "
"I want to send it";"Ich möchte es senden"
"Keys successfully saved";"Schlüssel erfolgreich gespeichert"
Message;Nachricht
Message:;Nachricht:
Pending;anstehend
"Push Notifications";Push-Benachrichtigungen
"Push Notifications Settings";"Push-Benachrichtigungen Einstellungen "
Radius;RADIUS
"Send to a specific location";"Senden Sie es an einen bestimmten Ort"
"Send to all my users";"Senden an alle meine Benutzer"
"Send you .pem certificate";"Senden Sie. Pem Zertifikat "
"Sender ID";"Sender ID"
"Sending date";Sendedatum
"The duration limit must be higher than the sent date";"Die Dauer Grenze muss höher als die Sendedatum sein"
Title:;Titel:
"You don't have any push notifications";"Sie haben noch keine Push-Benachrichtigungen erhalten."
"You have already sent a certificate";"Sie haben bereits ein Zertifikat gesendet "
"Your app must be published to send a push notification.";"Ihre Anwendung muss veröffentlicht werden, um eine Push-Benachrichtigung zu senden."
"Your message has been saved successfully and will be sent at the entered date";"Ihre Nachricht wurde erfolgreich gespeichert und wird am eingegebenen Datum gesendet werden"
"Your message has been saved successfully and will be sent in a few minutes";"Ihre Nachricht wurde erfolgreich gespeichert und wird in wenigen Minuten gesendet werden"
"and users entering the area";"und Anwender im Bereich"
"for a limited period";"für einen begrenzten Zeitraum"
now;jetzt
"on a specific date";"an einem bestimmten Datum"
"%s ago";"%s vor"
"An error occurred while saving your RSS feed";"Bei RSS-Feed ist ein Fehler aufgetreten"
"Display feed pictures whenever possible";"Display-Feed Bilder, wenn möglich"
"Enter a name and an URL address for this RSS feed";"Geben Sie einen Namen und eine URL-Adresse für diese RSS-Feeds ein"
"Enter the URL of this RSS feed";"Geben Sie diesen RSS-feed-URL"
"Found feeds";"gefunde Feeds"
"No RSS feed could be found";"Es konnte keine RSS Feed gefunden werden."
"Please enter a title";"Geben Sie einen Titel ein."
"RSS feed successfully saved";"RSS-Feed erfolgreich gespeichert"
"Show article";"Artikel anzeigen"
URL;URL
day;Tag
hour;Stunde
minute;Minute
Action;Aktion
"App Name";App-Name
Client;Client
Date;Datum
Invoice;Rechnung
"Invoice %s";"Rechnung %s"
"Invoice N°";"Rechnung N °"
"List of your invoices";"Liste der Rechnungen"
"My Invoices";"Meine Rechnungen"
Order;Bestellung
Orders;Bestellungen
"Paid At";Gezahlt
"Paid at:";Gezahlt
"Price Excl. Tax";"Preis ohne MwSt."
Qty;Qty
"This feature is not ready yet. Please try again later.";"Diese Funktion ist noch nicht bereit. Bitte versuchen Sie es später erneut."
"Total Excl. Tax";"Total exkl. USt."
"You don't have any invoices yet";"Sie noch alle Rechnungen nicht"
"An error occurred while loading the videos. Please try again later.";"Fehler beim Laden der Videos. Bitte versuchen Sie es später erneut."
"Enter your Facebook Fan Page Id";"Geben Sie Ihre Facebook Fan Page Id"
"Enter your Facebook Fan Page Id <span class=""required-entry""> *</span>:";"Geben Sie Ihre Facebook Fan Page Id <span class=""required-entry""> * </span>:"
"More Posts";"mehr Beiträge"
"Published on %s";"Veröffentlicht am %s"
"Your comment";"Ihr Kommentar "
"like it";"Lieb es"
"talk about it";"darüber reden"
"%s point%s";"Punkt %s %s"
"A month";"Ein Monat"
"A week";"Eine Woche"
Challengers;Challengers
"Current game";"aktuelles Spiel"
"Currently no challengers";"Derzeit keine Herausforderer"
"End at";"Endet am"
"Game Name";Spielnamen
"Game successfully saved";"Spiel erfolgreich gespeichert"
"Next game";"Nächstes Spiel"
"On the";am
Period;Periode
Periodicity;Periodizität
"Publication date";Erscheinungsdatum
"Rank of the month";"Rang des Monats"
"Rank of the week";"Rang der Woche"
"Team Leader";"Team Leader"
"Insert your HTML code:";"Fügen Sie den HTML-Code ein:"
"Source Code";Source-Code
"%s Subscription for %s";"Abonnement von %s für %s"
"<a href=""%s"">Click here</a> to go back to your applications list";"<a href=""%s""> Klicken Sie hier</a>, um wieder auf Ihre Liste ""Anwendungen"""
Active;Aktive
"An error occurred while processing the payment. For more information, please feel free to contact us.";"Fehler bei der Verarbeitung der Zahlung. Für weitere Informationen wenden Sie sich bitte an uns wenden."
"An error occurred while processing your order. Please, try again later.";"Fehler bei der Abwicklung Ihrer Bestellung. Bitte, versuchen Sie es später erneut."
"An error occurred while saving. Please try again later";"Fehler beim Speichern. Bitte versuchen Sie es später noch einmal"
"An error occurred while saving. The selected subscription is not valid.";"Fehler beim Speichern. Das ausgewählte Abonnement ist nicht gültig."
"Are you sure you want to delete this plan?";"Bist du sicher, dass Sie diesen Plan löschen möchten?"
"Billing Address";Rechnungsadresse
"By checking this box, you agree <a id=""show_tos"" href=""javascript:void(0);"" target=""_blank"" class=""underline"">to our terms and conditions</a>";"Durch Aktivieren dieses Kontrollkästchens, stimmen Sie <a id=""show_tos"" href=""javascript:void(0);"" target=""_blank"" class=""underline""> unseren Allgemeinen Geschäftsbedingungen</a>"
"Charged to your client every month";"Zahlen für Ihre Kunden jeden Monat"
"Charged to your client every year";"Zahlen für Ihre Kunden jedes Jahr"
"Charged to your client when placing the order";"Zahlen für Ihre Kunden bei der Bestellung"
"Choose the subscription that suits you best:";"Wählen Sie das Abonnement, das Ihnen am meisten zusagt:"
"Create a new subscription";"Erstellen Sie ein neues Abonnement"
Creation;Erstellung
"Describe here this plan. Will be displayed on the front end";"Beschreiben Sie dieser Plan hier. Auf dem front-End erscheint"
"Each price must be entered excluding tax";"Jeder Preis muss eingegeben werden, zzgl. MwSt."
"Edit the subscription %s";"Bearbeiten Sie das Abonnement von %s"
Expiration;Ablauf
"Expiration date";Ablaufdatum
"Give a name to this plan. Will be displayed on the front end";"Geben Sie einen Namen für diesen Plan. Auf dem front-End erscheint"
"List of your plans";"Liste Ihrer Pläne"
"List of your subscriptions";"Liste Ihrer Abonnements"
None;Keine
One-off;Einmalige
"Order's details";"Die Bestelldetails"
Payment;Zahlung
"Payment Option";Zahlungsoption
"Payment secured by <img src=""%s"" width=""100"" title=""Paypal"" />";"Zahlung gesichert durch <img src=""%s"" width=""100"" title=""Paypal"" />"
"Please, enter a company";"Bitte geben Sie eine Firma"
"Please, enter a country";"Bitte geben Sie ein Land"
"Please, enter a description.";"Bitte geben Sie eine Beschreibung ein."
"Please, enter a name.";"Bitte geben Sie einen Namen."
"Please, enter an address";"Bitte geben Sie eine Adresse"
Pricing;Preise
"Proceed to payment?";"Fahren Sie mit Zahlung?"
Recurring;Wiederkehrende
"Setup Fee";Setup-Gebühr
"Setup fee";Setup-Gebühr
Subscription;Abonnement
"Subscription successfully saved";"Abonnement erfolgreich gespeichert"
Subtotal;Zwischensumme
Thanks!;"Vielen Dank!"
"The monthly price is not a valid price (e.g. 12.34)";"Der monatliche Preis ist keine gültige Preis (z.B. 12,34)"
"The setup fee is not a valid price (e.g. 12.34)";"Die Einrichtungsgebühr kostet nicht gültig (z.B. 12,34)"
"The yearly price is not a valid price (e.g. 12.34)";"Der jährliche Preis ist keine gültige Preis (z.B. 12,34)"
"This subscription is active";"Dieses Abonnement ist aktiv"
"VAT Number";Umsatzsteuer-Identifikationsnummer
"You already have a subscription for this application";"Sie haben bereits ein Abonnement für diese Anwendung"
"You don't have any subscriptions yet";"Sie noch alle Abonnements nicht"
"You're almost done! After subscribing, we will publish your application on both the AppStore and the Google Play.";"Sie sind fast fertig! Nach der Anmeldung veröffentlichen wir Ihre Anwendung auf den AppStore und die Google-spielen."
"Your VAT Number is not valid";"Ihre MwSt.-Nummer ist nicht gültig"
"Your order has been canceled. If you need any help to place your order, please feel free to contact us.";"Ihre Bestellung wurde abgebrochen. Benötigen Sie Hilfe zu Ihrer Bestellung, wenden Sie sich bitte an uns wenden."
"Your order has been successfully paid. Your application will be published very soon.";"Ihre Bestellung wurde erfolgreich bezahlt. Ihre Bewerbung wird sehr bald veröffentlicht."
"Your subscription must have at least one price";"Ihr Abonnement muss mindestens einen Preis haben."
price;Preis
"<b>File types:</b> %s<br /><b>Recommended size:</b> %s";"<b>Dateitypen:</b> %s < Br / > <b>Größe empfohlen:</b> %s"
"Click here to send your favicon";"Klicken Sie hier, um Ihr Favicon zu senden"
"Click here to send your logo";"Klicken Sie hier, um Ihr Logo senden"
Communications;Kommunikation
"Current favicon";"Aktuelle favicon"
"Current logo";"Aktuelle logo"
"Display a link to your clients to your support platform";"Zeigt einen Link an Ihre Kunden an Ihre Support-Plattform"
"Drop your favicon here";"Ihr Favicon hierher ziehen"
"Drop your logo here";"Ihr Logo hier ablegen"
Sales;Vertrieb
"Sales Email Address";"Verkauf E-Mail-Adresse"
"Sender's email address of the emails sent by the site to your clients";"E-Mail-Adresse des Absenders der e-Mails, die von der Site an Ihre Kunden"
"Sender's name of the emails sent by the site to your clients";"Name des Absenders der e-Mails, die von der Site an Ihre Kunden"
"Support Email Address";Support-Email-Adresse
"The folder /images/default is not writable.";"Die Ordner-/images/default ist nicht schreibbar."
"Your Location";"Ihren Standort"
"Your Platform";"Ihre Plattform"
"Your company";"Ihr Unternehmen"
"List of your taxes";"Liste der Ihre Steuern"
"Please select a country";"Bitte wählen Sie ein Land"
"Please, enter a tax rate.";"Bitte geben Sie einen Steuersatz."
"Please, enter a valid tax rate.";"Bitte geben Sie einen gültigen Steuersatz."
Rate;Komplettpreise
Remove;Entfernen
"You don't have created any taxes yet";"Sie haben nicht Steuern noch erstellt"
"Choose a template to customize";"Wählen Sie eine Vorlage zum gestalten "
TEMPLATES;VORLAGEN
"Create a new language";"Erstellen Sie eine neue Sprache"
"Default text";Standardtext
"Edit the language: %s";"Editieren Sie die Sprache: %s"
Language;Sprache
"Language successfully saved";"Sprache erfolgreich gespeichert"
"List of your languages";"Liste der Sprachen"
"Please, choose a file.";"Bitte wählen Sie eine Datei."
"Please, choose a language.";"Bitte wählen Sie eine Sprache."
"Select a file";"Wählen Sie eine Datei"
"Select a language";"Wählen Sie eine Sprache"
"Text translation";Textübersetzung
Translations;Übersetzungen
"Your translation";"Ihre Übersetzung"
"Add a link";"Link hinzufügen"
"An error occurred while saving your picto. Please try againg later.";"Fehler beim Speichern Ihrer Picto. Bitte versuchen Sie später Againg."
"Are you sure you want to delete this link?";"Sind Sie sicher, dass Sie diesen Link löschen möchten ?"
"Are you sure you want to delete this picture?";"Bist du sicher, dass Sie dieses Bild löschen möchten?"
Informations;Informationen
Link;Link
"Link has been successfully deleted";"Die Verbindung wurde erfolgreich gelöscht"
"Link has been successfully saved";"Die Verbindung wurde erfolgreich gespeichert"
Link:;Link:
Picto;Picto
"The image has been successfully deleted";"Das Bild wurde gelöscht"
"The image has been successfully saved";"Das Bild wurde erfolgreich gespeichert"
"Your links";"Ihre Links"
"An error occurred while accessing your Wordpress website. Please, verify the domain name %s";"Beim Zugriff auf Ihre Wordpress-Website ist ein Fehler aufgetreten. Bitte überprüfen Sie den Namen der Domäne %s"
"Categories successfully saved";"Kategorien erfolgreich gespeichert"
"Click here to download our Wordpress plugin";"Klicken Sie hier, um unsere Wordpress-Plugin zu downloaden"
"Enter your Wordpress URL:";"Geben Sie Ihre Wordpress-URL ein:"
"Loading categories";"Lädt Kategorien"
"We are sorry but no category has been detected on your Wordpress website.";"Es tut uns leid, aber jede Kategorie wurde auf Ihrem Wordpress-Website festgestellt."
"We are sorry but our Wordpress plugin hasn't been detected on your website. Please be sure it is correctly installed and activated.";"Es tut uns leid, aber unser Wordpress Plugin wurde nicht auf Ihren Webseiten entdeckt. Bitte konntrollieren sie die Installation und Aktivierung."
Wordpress;WordPress
