"Game Name";"Nom del joc"
"Game successfully saved";"Joc salvat correctament"
"Next game";"Pròxim partit"
"On the";"En la"
"Period";"Període"
"Periodicity";"Periodicitat"
"Publication date";"Data de publicació"
"Rank of the month";"Rang del mes"
"Rank of the week";"Rang de la setmana"
"Team Leader";"Líder d'equip"
"Insert your HTML code:";"Introdueixi el seu codi HTML:"
"Source Code";"Codi font"
"<b>File types:</b> %s<br /><b>Recommended size:</b> %s";"<b>Tipus d'arxiu:</b> %s < br / > <b>mida recomanada:</b> %s"
"Click here to send your favicon";"Feu clic aquí per enviar el seu favicon"
"Click here to send your logo";"Feu clic aquí per enviar el seu logo"
"Communications";"Comunicacions"
"Current favicon";"Favicon actual"
"Current logo";"Logotip actual"
"Display a link to your clients to your support platform";"Mostrar un enllaç als seus clients a la seva plataforma de suport"
"Drop your favicon here";"Deixar caure el seu favicon aquí"
"Drop your logo here";"Deixar caure el seu logo aquí"
"Sales";"Vendes"
"Sales Email Address";"Adreça d'E-mail vendes"
"Sender's email address of the emails sent by the site to your clients";"Adreça de correu electrònic del remitent dels correus electrònics enviats pel lloc als seus clients"
"Sender's name of the emails sent by the site to your clients";"Nom del remitent dels correus electrònics enviats pel lloc als seus clients"
"Support Email Address";"Adreça de correu electrònic de suport"
"The folder /images/default is not writable.";"No es pugui escriure a la carpeta /images/default."
"Your Location";"Seva localització"
"Your Platform";"Vostra plataforma"
"Your company";"Seva empresa"
"List of your taxes";"Llista dels seus impostos"
"Please select a country";"Si us plau seleccioni un país"
"Please, enter a tax rate.";"Si us plau, introduïu un tipus impositiu."
"Please, enter a valid tax rate.";"Si us plau, introduïu un tipus impositiu vigent."
"Rate";"Taxa"
"Remove";"Treure"
"You don't have created any taxes yet";"No heu creat cap impostos encara"
"TEMPLATES";"PLANTILLES"
"Add a link";"Afegir un enllaç"
"An error occurred while saving your picto. Please try againg later.";"S'ha produït un error mentre es desava el teu picto. Si us plau intenti againg lluita més tard."
"Are you sure you want to delete this link?";"Esteu segur que voleu suprimir aquest enllaç?"
"Are you sure you want to delete this picture?";"Esteu segur que voleu suprimir aquesta imatge?"
"Link";"Enllaç"
"Link has been successfully deleted";"Enllaç s'ha suprimit correctament"
"Link has been successfully saved";"Enllaç s'ha desat correctament"
"Link:";"Enllaç:"
"Picto";"Picto"
"The image has been successfully deleted";"La imatge s'ha suprimit correctament"
"The image has been successfully saved";"La imatge s'ha desat correctament"
"Your links";"Seus vincles"
"An error occurred while accessing your Wordpress website. Please, verify the domain name %s";"S'ha produït un error en accedir al vostre lloc Wordpress. Si us plau, verifiqueu el domini %s"
"Categories successfully saved";"Categories salvats correctament"
"Click here to download our Wordpress plugin";"Feu clic aquí per descarregar el nostre plugin de Wordpress"
"Enter your Wordpress URL:";"Introduïu l'URL de Wordpress:"
"Loading categories";"Categories de càrrega"
"We are sorry but no category has been detected on your Wordpress website.";"Ho sentim però s'ha detectat cap categoria del vostre lloc Wordpress."
"We are sorry but our Wordpress plugin hasn't been detected on your website. Please be sure it is correctly installed and activated.";"Ho sentim però nostre plugin de Wordpress no ha estat detectat al seu lloc web. Si us plau, assegureu-vos que està correctament instal lat i activat."
"Wordpress";"Wordpress"
