"Please select an end date greater than the current date.";"Datum ukončení musí být větší než aktuální datum"
"This discount is now used";"Tato sleva je právě používána"
"Valid until";"Platí do:"
"You have already use this discount";"Tuto slevu jste již použili"
"You must be logged in to use a discount";"Pro využití slevy musíte být přihlášeni"
"or illimited";"nebo stálá sleva"
"use only once";"použít jen jednou"
"you'll be able to remove this promotion later";"můžete ji však kdykoliv smazat"
"﻿An error occurred while saving your discount. Please fill in all fields";"Při ukládání slevy došlo k chybě. Vyplňte prosím všechna pole"
"Additionnal Information";"Další informace"
"And a radius (in Km):";"A poloměr (v km):"
Android;Android
"Creation date";Vytvořeno
"Enter a location:";"Vyberte oblast (místo nebo GPS souřadnice):"
"GCM Key";"GCM Key"
"I want to send it";"Chci odeslat"
"Keys successfully saved";"Klíč úspěšně uložen"
Message;Zpráva
Message:;Zpráva:
Pending;Nevyřízené
"Push Notifications";"PUSH zprávy"
"Push Notifications Settings";"PUSH zprávy - nastavení"
Radius;Poloměr
"Send to a specific location";"Odeslat do konkrétní oblasti"
"Send to all my users";"Odeslat všem uživatelům"
"Sender ID";"ID odesílatele"
"Sending date";"Datum odeslání"
"The duration limit must be higher than the sent date";"Doba trvání musí být vyšší než datum odelsání!"
"Your app must be published to send a push notification.";"Pro odesílání PUSH zpráv musí být vaše aplikace nejprve vypublikována"
"Your message has been saved successfully and will be sent at the entered date";"Vaše zpráva byla úspěšně uložena a bude odeslána v zadaný termín"
"Your message has been saved successfully and will be sent in a few minutes";"Vaše zpráva byla úspěšně uložena a bude odeslána během okamžiku"
"and users entering the area";"a uživatelé, kteří vstoupí do této oblasti"
"for a limited period";"po omezenou dobu"
now;nyní
"on a specific date";"k určitému datu"
"﻿Additionnal Information";"Další informace"
"%s ago";"%s před"
"An error occurred while saving your RSS feed";"Při ukládání RSS zdroje došlo k chybě"
"Display feed pictures whenever possible";"Zobrazit obrázky, když jsou k dispozici"
"Enter the URL of this RSS feed";"Zadejte URL adresu tohoto RSS kanálu"
"Found feeds";"Nalezené zdroje"
"No RSS feed could be found";"Žádný RSS zdroj nenalezen"
"RSS feed successfully saved";"RSS zdroj úspěšně uložen"
"Show article";"Zobrazit článek"
day;den
hour;hodina
minute;minuta
"﻿%s ago";"%s před"
Action;Akce
"App Name";"Název aplikace"
Client;Zákazník
Date;Datum
Invoice;Faktura
"Invoice %s";"Faktura %s"
"Invoice N°";"Faktura č."
"Invoice NÂ°";"Faktura č."
"List of your invoices";"Seznam faktur"
"My Invoices";"Moje faktury"
Order;Objednávka
Orders;Objednávky
"Paid At";Zaplaceno
"Paid at:";Zaplaceno:
"Price Excl. Tax";"Cena bez DPH"
Qty;Množství
"This feature is not ready yet. Please try again later.";"Tato funkce zatím není připravena. Zkuste to prosím později."
"Total Excl. Tax";"Celkem bez DPH"
"You don't have any invoices yet";"Zatím nemáte žádné faktury"
﻿Action;Akce
"An error occurred while loading the videos. Please try again later.";"Při nahrávání videa došlo k chybě. Zkuste to prosím později"
"Enter your Facebook Fan Page Id";"Zadejte Vaše Facebook Fanpage ID"
"Enter your Facebook Fan Page Id <span class=""required-entry""> *</span>:";"Zadejte Vaše Facebook Fanpage ID <span class=""required-entry""> *</span>:"
"﻿An error occurred while loading the videos. Please try again later.";"Při nahrávání videa došlo k chybě. Zkuste to prosím později"
"%s point%s";"%s bod%s"
"A month";Měsíčně
"A week";Týdně
Challengers;Soutěžící
"Current game";"Aktuální hra"
"Currently no challengers";"Aktuálně nikdo nesoutěží"
"Game Name";"Název hry"
"Game successfully saved";"Hra byla úspěšně uložena"
"Next game";"Další hra"
"On the";Na
Period;Období
Periodicity;Opakování
"Publication date";"Datum vydání"
"Rank of the month";"Žebříček měsíce"
"Rank of the week";"Žebříček týdne"
"Team Leader";"První v pořadí"
"﻿%s point%s";"%s bod%s"
"Insert your HTML code:";"Vložte HTML kód"
"Source Code";"Zdrojový kód"
"﻿Source Code";"Zdrojový kód"
"%s Subscription for %s";"%s Předplatné pro %s"
"<a href=""%s"">Click here</a> to go back to your applications list";"<a href=""%s""> Klikněte zde </a> k návratu do seznamu aplikací"
Active;Aktivní
"An error occurred while processing the payment. For more information, please feel free to contact us.";"Při zpracování platby došlo k chybě. Pro více informací nás neváhejte kontaktovat."
"An error occurred while processing your order. Please, try again later.";"Při zpracování objednávky došlo k chybě. Zkuste to prosím později"
"An error occurred while saving. Please try again later";"Při ukládání došlo k chybě. Zkuste to prosím později"
"An error occurred while saving. The selected subscription is not valid.";"Při ukládání došlo k chybě.Vybrané předplatné není platné."
"Are you sure you want to delete this plan?";"Opravdu chcete smazat tento plán?"
"Billing Address";"Fakturační adresa"
"By checking this box, you agree <a id=""show_tos"" href=""javascript:void(0)";"Zaškrtnutím tohoto políčka souhlasíte s našimi <id=""show_tos"" href=""javascript:void(0)"
"By checking this box, you agree <a id=""show_tos"" href=""javascript:void(0);"" target=""_blank"" class=""underline"">to our terms and conditions</a>";"Zaškrtnutím tohoto políčka souhlasíte s našimi <id=""show_tos"" href=""javascript:void(0);"" target =""_blank"" class=""underline"">Obchodními podmínkami </a>"
"Charged to your client every month";"?Charged to your client every month?"
"Charged to your client every year";"?Charged to your client every year?"
"Charged to your client when placing the order";"?Charged to your client when placing the order?"
"Choose the subscription that suits you best:";"Vyberte si předplatné, které vám nejlépe vyhovuje:"
"Create a new subscription";"Vytvořit nový plán předplatného"
Creation;Tvorba
"Describe here this plan. Will be displayed on the front end";"Popis plánu předplatného. Bude se zobrazovat při platbě"
"Each price must be entered excluding tax";"Každá cena musí být bez DPH"
"Edit the subscription %s";"Upravit plán %s"
Expiration;"Vypršení platnosti"
"Expiration date";"Datum vypršení platnosti"
"Give a name to this plan. Will be displayed on the front end";"Název plánu předplatného. Bude se zobrazovat při platbě"
"List of your plans";"Seznam plánů předplatného"
"List of your subscriptions";"Seznam předplatného"
None;Žádný
One-off;Jednorázově
"Order's details";"Detail objednávky"
Payment;Platba
"Payment Option";"Možnost platby"
"Payment secured by <img src=""%s"" width=""100"" title=""Paypal"" />";"Platba zajištěna společností <img src=""%s"" width=""100"" title=""Paypal"" />"
"Please, enter a company";"Prosím, zadejte společnost"
"Please, enter a country";"Prosím, zadejte zemi"
"Please, enter a description.";"Prosím, zadejte popis"
"Please, enter a name.";"?Prosím, zadejte jméno?"
"Please, enter an address";"Prosím, zadejte adresu"
Pricing;Ceník
"Proceed to payment?";"Přejít k platbě?"
Recurring;"Opakující se"
"Setup Fee";"Zřizovací poplatek"
"Setup fee";"Zřizovací poplatek"
Subscription;Předplatné
"Subscription successfully saved";"Předplatné úspěšně uloženo"
Subtotal;Mezisoučet
Thanks!;Děkujeme!
"The monthly price is not a valid price (e.g. 12.34)";"Měsíční cena není platná cena (např 12.34)"
"The setup fee is not a valid price (e.g. 12.34)";"Zřizovací poplatek není platná cena (např. 12.34)"
"The yearly price is not a valid price (e.g. 12.34)";"Roční cena není platná cena (např 12.34)"
"This subscription is active";"Toto předplatné je aktivní"
"VAT Number";DIČ
"You already have a subscription for this application";"Již máte předplatné pro tuto aplikaci"
"You don't have any subscriptions yet";"Zatím nemáte žádne předplatné"
"You're almost done! After subscribing, we will publish your application on both the AppStore and the Google Play.";"Jste téměř u konce! Po zaplacení vypublikujeme Vaše aplikace jak na iTunes AppStore a Google Play."
"Your VAT Number is not valid";"Vaše DIČ není platné"
"Your order has been canceled. If you need any help to place your order, please feel free to contact us.";"Vaše objednávka byla zrušena. Pokud potřebujete s objednávkou pomoc, neváhejte nás kontaktovat."
"Your order has been successfully paid. Your application will be published very soon.";"Vaše objednávka byla úspěšně zaplacena. Vaše aplikace bude vypublikována v blízké době. Budeme Vás o tom informovat"
"Your subscription must have at least one price";"Vaše předplatné musí mít alespoň jednu cenu"
price;cena
"﻿%s Subscription for %s";"%s Předplatné pro %s"
"<b>File types:</b> %s<br /><b>Recommended size:</b> %s";"<b>Typy souborů:</b>%s<br /><b>Doporučená velikost:</b>%s"
"Click here to send your favicon";"Klikněte zde pro vložení faviconu"
"Click here to send your logo";"Klikněte zde pro vložení loga"
Communications;Komunikace
"Current favicon";"Aktuální favicon"
"Current logo";"Aktuální logo"
"Display a link to your clients to your support platform";"Zobrazit uživatelům odkaz na podporu"
"Drop your favicon here";"Vložte favicon"
"Drop your logo here";"Vložte logo"
Sales;Obchod
"Sales Email Address";"Emailová adresa na Obchod"
"Sender's email address of the emails sent by the site to your clients";"?Sender's email address of the emails sent by the site to your clients?"
"Sender's name of the emails sent by the site to your clients";"?Sender's name of the emails sent by the site to your clients?"
"Support Email Address";"Emailová adresa na Podporu"
"The folder /images/default is not writable.";"The folder /images/default is not writable."
"Your Location";"Vaše místo"
"Your Platform";"Vaše platforma"
"Your company";"Vaše společnost"
"﻿<b>File types:</b> %s<br /><b>Recommended size:</b> %s";"<b>Typy souborů:</b>%s<br /><b>Doporučená velikost:</b>%s"
"List of your taxes";"Přehled daňových sazeb"
"Please select a country";"Vyberte zemi"
"Please, enter a tax rate.";"Zadejte daňovou sazbu"
"Please, enter a valid tax rate.";"Prosím zadejte platnou daňovou sazbu"
Rate;"Daňová sazba"
Remove;Odstranit
"You don't have created any taxes yet";"Zatím nemáte vytvořeny žádné daňové sazby"
"﻿List of your taxes";"Přehled daňových sazeb"
TEMPLATES;VZORY
﻿TEMPLATES;VZORY
"Create a new language";"Přidejte nový jazyk"
"Default text";"Výchozí text"
"Edit the language: %s";"Upravte jazyk: %s"
Language;Jazyk
"Language successfully saved";"Jazyk úspěšně uložen"
"List of your languages";"Seznam jazyků"
"Please, choose a file.";"Prosím, vyberte soubor"
"Please, choose a language.";"Prosím, vyberte jazyk"
"Select a file";"Vyberte soubor"
"Select a language";"Vyberte si jazyk"
"Text translation";"Překlad textu"
Translations;Překlady
"Your translation";"Váš překlad"
"﻿Create a new language";"Přidejte nový jazyk"
"Add a link";"Přidat odkaz"
"An error occurred while saving your picto. Please try againg later.";"Při ukládání ikony došlo k chybě. Zkuste to prosím později"
"Are you sure you want to delete this link?";"Opravdu chcete smazat tento odkaz?"
"Are you sure you want to delete this picture?";"Opravdu chcete smazat tento obrázek?"
Link;Odkaz
"Link has been successfully deleted";"Odkaz byl úspěšně smazán"
"Link has been successfully saved";"Odkaz byl úspěšně uložen"
Link:;Odkaz:
Picto;Ikona
"The image has been successfully deleted";"Obrázek byl úspěšně smazán"
"The image has been successfully saved";"Obrázek byl úspěšně uložen"
"Your links";"Seznam odkazů"
"﻿Add a link";"Přidat odkaz"
"An error occurred while accessing your Wordpress website. Please, verify the domain name %s";"Při přístupu vaše webové stránky Wordpress došlo k chybě. Prosím, ověřte název domény %s"
"Categories successfully saved";"Kategorie byla úspěšně uložena"
"Click here to download our Wordpress plugin";"Klikněte zde ke stažení Wordpress pluginu"
"Enter your Wordpress URL:";"Zadejte URL Vší Wordpress stránky"
"Loading categories";"Načítání kategorie"
"We are sorry but no category has been detected on your Wordpress website.";"Omlouváme se, ale žádná kategorie nebyla nalezena na vašich Wordpress stránkách"
"We are sorry but our Wordpress plugin hasn't been detected on your website. Please be sure it is correctly installed and activated.";"Je nám líto, ale náš Wordpress plugin nebyl nalezen na vašich webových stránkách. Prosím ujistěte se, že je správně nainstalován a aktivován."
Wordpress;Wordpress
"﻿An error occurred while accessing your Wordpress website. Please, verify the domain name %s";"Při přístupu vaše webové stránky Wordpress došlo k chybě. Prosím, ověřte název domény %s"
